"","ligand","receptor","cell_from_mean_exprs","cell_from","cell_to_mean_exprs","cell_to","comm_type"
"8536","VCAM1","ITGA4",334.275,6,428.208333333333,7,"other"
"3850","HLA-A","KIR2DL3",5020.51785714286,8,28.4450261780105,4,"other"
"7450","SELPLG","ITGB2",367.3375,6,388.333333333333,2,"other"
"4972","HLA-E","KLRC1",1783.47916666667,2,79.8958333333333,2,"other"
"886","B2M","KIR3DL1",18646.9273743017,1,7.59677419354839,3,"other"
"6965","PKM","CD44",177.046875,2,799.983870967742,3,"other"
"6964","PKM","CD44",177.046875,2,799.188481675393,4,"other"
"5045","HLA-E","KLRC2",2047.60055865922,1,69.0670391061452,1,"other"
"839","B2M","KIR2DL3",18646.9273743017,1,7.58379888268156,1,"other"
"1163","CALM1","FAS",1109.92857142857,8,126.784753363229,5,"other"
"1509","CALM2","SELL",1353.89285714286,8,103.677419354839,3,"other"
"5534","ICAM1","IL2RG",84.3507853403141,4,1663.55357142857,8,"other"
"8519","VCAM1","ITGA4",340.422619047619,8,411.75,8,"other"
"4458","HLA-B","LILRB1",6421.02617801047,4,21.8095238095238,7,"other"
"3858","HLA-A","KIR2DL3",4896.49404761905,7,28.4450261780105,4,"other"
"8673","VCAM1","ITGB2",198.85201793722,5,700.04375,6,"other"
"5998","ICAM3","ITGB2",215.816143497758,5,644.946428571429,8,"other"
"5560","ICAM1","IL2RG",75.4720670391062,1,1843.375,6,"other"
"1660","CALR","HLA-F",398.446428571429,7,347.38219895288,4,"other"
"4479","HLA-B","LILRB1",6338.8938547486,1,21.8095238095238,7,"other"
"4435","HLA-B","LILRB1",9253.43452380952,8,14.9114583333333,2,"other"
"1360","CALM1","PTPRA",1109.92857142857,8,124.166666666667,8,"other"
"1439","CALM1","SELL",1172.7380952381,7,117.371508379888,1,"other"
"8535","VCAM1","ITGA4",334.275,6,411.75,8,"other"
"6975","PKM","CD44",135.337988826816,1,1016.96648044693,1,"other"
"5993","ICAM3","ITGB2",226.0375,6,607.843049327354,5,"other"
"5504","ICAM1","IL2RG",74.5119047619048,8,1843.375,6,"other"
"7467","SELPLG","ITGB2",386.769633507853,4,354.337988826816,1,"other"
"4432","HLA-B","LILRB1",9253.43452380952,8,14.7982062780269,5,"other"
"4288","HLA-B","KIR2DL3",6421.02617801047,4,21.26875,6,"other"
"1425","CALM1","SELL",1109.92857142857,8,122.797619047619,7,"other"
"7488","SELPLG","ITGB2",240.371508379888,1,564.890052356021,4,"other"
"1661","CALR","HLA-F",398.446428571429,7,340.693548387097,3,"other"
"8698","VCAM1","ITGB2",222.9375,2,607.843049327354,5,"other"
"1210","CALM1","FAS",863.75,2,156.44375,6,"other"
"4312","HLA-B","KIR2DL3",6338.8938547486,1,21.26875,6,"other"
"1681","CALR","HLA-F",259.178010471204,4,519.011904761905,7,"other"
"4319","HLA-B","KIR3DL1",9253.43452380952,8,14.5178571428571,7,"other"
"5987","ICAM3","ITGB2",312.071428571429,7,429.940860215054,3,"other"
"1378","CALM1","PTPRA",973.40625,6,137.09375,6,"other"
"5543","ICAM1","IL2RG",67.6397849462366,3,1971.85119047619,7,"other"
"4658","HLA-C","KIR2DL3",4670.57142857143,8,28.4450261780105,4,"other"
"6970","PKM","CD44",135.337988826816,1,980.625,6,"other"
"4465","HLA-B","LILRB1",6083.93548387097,3,21.8095238095238,7,"other"
"5974","ICAM3","ITGB2",205.583333333333,8,644.946428571429,8,"other"
"7474","SELPLG","ITGB2",341.05376344086,3,388.333333333333,2,"other"
"8653","VCAM1","ITGB2",340.422619047619,8,388.333333333333,2,"other"
"1071","B2M","LILRB1",18646.9273743017,1,7.07541899441341,1,"other"
"4472","HLA-B","LILRB1",6042.734375,2,21.8095238095238,7,"other"
"1386","CALM1","PTPRA",959.72197309417,5,137.09375,6,"other"
"1418","CALM1","PTPRA",957.656424581006,1,137.09375,6,"other"
"5029","HLA-E","KLRC2",1899.8064516129,3,69.0670391061452,1,"other"
"6001","ICAM3","ITGB2",215.816143497758,5,607.843049327354,5,"other"
"8688","VCAM1","ITGB2",181.645161290323,3,721.208333333333,7,"other"
"8660","VCAM1","ITGB2",303.928571428571,7,429.940860215054,3,"other"
"5537","ICAM1","IL2RG",84.3507853403141,4,1547.78475336323,5,"other"
"4327","HLA-B","KIR3DL1",8108.13095238095,7,16.0941704035874,5,"other"
"1431","CALM1","SELL",1109.92857142857,8,117.371508379888,1,"other"
"3497","GZMB","IGF2R",3062.79761904762,7,42.52466367713,5,"other"
"3518","GZMB","IGF2R",1453.07329842932,4,89.6309523809524,8,"other"
"7451","SELPLG","ITGB2",367.3375,6,354.337988826816,1,"other"
"8528","VCAM1","ITGA4",303.928571428571,7,428.208333333333,7,"other"
"1668","CALR","HLA-F",374.4875,6,347.38219895288,4,"other"
"8669","VCAM1","ITGB2",334.275,6,388.333333333333,2,"other"
"4296","HLA-B","KIR2DL3",6083.93548387097,3,21.26875,6,"other"
"1377","CALM1","PTPRA",973.40625,6,132.75,7,"other"
"6969","PKM","CD44",135.337988826816,1,954.017857142857,7,"other"
"1674","CALR","HLA-F",281.408071748879,5,458.35625,6,"other"
"1194","CALM1","FAS",823.837696335079,4,156.44375,6,"other"
"1689","CALR","HLA-F",248.290322580645,3,519.011904761905,7,"other"
"6971","PKM","CD44",135.337988826816,1,950.654708520179,5,"other"
"1524","CALM2","SELL",973.975,6,132.010471204188,4,"other"
"4304","HLA-B","KIR2DL3",6042.734375,2,21.26875,6,"other"
"4438","HLA-B","LILRB1",8108.13095238095,7,15.85,6,"other"
"1444","CALM1","SELL",973.40625,6,132.010471204188,4,"other"
"3866","HLA-A","KIR2DL3",4512.975,6,28.4450261780105,4,"other"
"1510","CALM2","SELL",1353.89285714286,8,94.75,2,"other"
"8671","VCAM1","ITGB2",198.85201793722,5,644.946428571429,8,"other"
"3910","HLA-A","KIR3DL1",5020.51785714286,8,25.5357142857143,8,"other"
"4333","HLA-B","KIR3DL1",7942.86875,6,16.0941704035874,5,"other"
"5994","ICAM3","ITGB2",226.0375,6,564.890052356021,4,"other"
"1669","CALR","HLA-F",374.4875,6,340.693548387097,3,"other"
"1385","CALM1","PTPRA",959.72197309417,5,132.75,7,"other"
"8689","VCAM1","ITGB2",181.645161290323,3,700.04375,6,"other"
"1417","CALM1","PTPRA",957.656424581006,1,132.75,7,"other"
"1516","CALM2","SELL",962.029761904762,7,132.010471204188,4,"other"
"8712","VCAM1","ITGB7",340.422619047619,8,372.946428571429,7,"other"
"4989","HLA-E","KLRC2",1836.75595238095,8,69.0670391061452,1,"other"
"1180","CALM1","FAS",973.40625,6,130.225130890052,4,"other"
"1452","CALM1","SELL",959.72197309417,5,132.010471204188,4,"other"
"1484","CALM1","SELL",957.656424581006,1,132.010471204188,4,"other"
"1173","CALM1","FAS",1172.7380952381,7,107.612903225806,3,"other"
"3874","HLA-A","KIR2DL3",4434.66816143498,5,28.4450261780105,4,"other"
"4339","HLA-B","KIR3DL1",7827.08968609865,5,16.0941704035874,5,"other"
"8699","VCAM1","ITGB2",222.9375,2,564.890052356021,4,"other"
"4445","HLA-B","LILRB1",7942.86875,6,15.85,6,"other"
"1202","CALM1","FAS",803.075268817204,3,156.44375,6,"other"
"5558","ICAM1","IL2RG",75.4720670391062,1,1663.55357142857,8,"other"
"3846","HLA-A","KIR2DL3",5020.51785714286,8,24.9940476190476,8,"other"
"8527","VCAM1","ITGA4",303.928571428571,7,411.75,8,"other"
"3916","HLA-A","KIR3DL1",4896.49404761905,7,25.5357142857143,8,"other"
"1188","CALM1","FAS",959.72197309417,5,130.225130890052,4,"other"
"5977","ICAM3","ITGB2",205.583333333333,8,607.843049327354,5,"other"
"4682","HLA-C","KIR2DL3",4390.52914798206,5,28.4450261780105,4,"other"
"1220","CALM1","FAS",957.656424581006,1,130.225130890052,4,"other"
"5544","ICAM1","IL2RG",67.6397849462366,3,1843.375,6,"other"
"8728","VCAM1","ITGB7",334.275,6,372.946428571429,7,"other"
"4666","HLA-C","KIR2DL3",4364.73214285714,7,28.4450261780105,4,"other"
"4452","HLA-B","LILRB1",7827.08968609865,5,15.85,6,"other"
"5502","ICAM1","IL2RG",74.5119047619048,8,1663.55357142857,8,"other"
"1506","CALM2","SELL",1353.89285714286,8,91.525,6,"other"
"1179","CALM1","FAS",973.40625,6,126.784753363229,5,"other"
"1672","CALR","HLA-F",281.408071748879,5,438.375,8,"other"
"5037","HLA-E","KLRC2",1783.47916666667,2,69.0670391061452,1,"other"
"1662","CALR","HLA-F",398.446428571429,7,308.770833333333,2,"other"
"7481","SELPLG","ITGB2",286.083333333333,2,429.940860215054,3,"other"
"3561","GZMB","PGRMC1",3062.79761904762,7,40.1076233183856,5,"other"
"4255","HLA-B","KIR2DL3",9253.43452380952,8,13.2619047619048,7,"other"
"8680","VCAM1","ITGB2",170.099476439791,4,721.208333333333,7,"other"
"3574","GZMB","PGRMC1",1708.07174887892,5,71.7738095238095,8,"other"
"3559","GZMB","PGRMC1",3062.79761904762,7,40.0238095238095,7,"other"
"3854","HLA-A","KIR2DL3",4896.49404761905,7,24.9940476190476,8,"other"
"4674","HLA-C","KIR2DL3",4298.125,6,28.4450261780105,4,"other"
"7433","SELPLG","ITGB2",284.22619047619,8,429.940860215054,3,"other"
"4720","HLA-C","KIR2DS4",4670.57142857143,8,26.1479820627803,5,"other"
"4291","HLA-B","KIR2DL3",6421.02617801047,4,19.005376344086,3,"other"
"6002","ICAM3","ITGB2",215.816143497758,5,564.890052356021,4,"other"
"1187","CALM1","FAS",959.72197309417,5,126.784753363229,5,"other"
"1437","CALM1","SELL",1172.7380952381,7,103.677419354839,3,"other"
"1219","CALM1","FAS",957.656424581006,1,126.784753363229,5,"other"
"5988","ICAM3","ITGB2",312.071428571429,7,388.333333333333,2,"other"
"4442","HLA-B","LILRB1",8108.13095238095,7,14.9114583333333,2,"other"
"8674","VCAM1","ITGB2",198.85201793722,5,607.843049327354,5,"other"
"1376","CALM1","PTPRA",973.40625,6,124.166666666667,8,"other"
"7475","SELPLG","ITGB2",341.05376344086,3,354.337988826816,1,"other"
"4718","HLA-C","KIR2DS4",4670.57142857143,8,25.8392857142857,8,"other"
"8654","VCAM1","ITGB2",340.422619047619,8,354.337988826816,1,"other"
"4315","HLA-B","KIR2DL3",6338.8938547486,1,19.005376344086,3,"other"
"1174","CALM1","FAS",1172.7380952381,7,102.645833333333,2,"other"
"4439","HLA-B","LILRB1",8108.13095238095,7,14.7982062780269,5,"other"
"5511","ICAM1","IL2RG",60.7142857142857,7,1971.85119047619,7,"other"
"1663","CALR","HLA-F",398.446428571429,7,300.36312849162,1,"other"
"1521","CALM2","SELL",973.975,6,122.797619047619,7,"other"
"1441","CALM1","SELL",973.40625,6,122.797619047619,7,"other"
"1165","CALM1","FAS",1109.92857142857,8,107.612903225806,3,"other"
"4766","HLA-C","KIR3DL1",4670.57142857143,8,25.5357142857143,8,"other"
"1384","CALM1","PTPRA",959.72197309417,5,124.166666666667,8,"other"
"8681","VCAM1","ITGB2",170.099476439791,4,700.04375,6,"other"
"1416","CALM1","PTPRA",957.656424581006,1,124.166666666667,8,"other"
"1682","CALR","HLA-F",259.178010471204,4,458.35625,6,"other"
"3489","GZMB","IGF2R",2793.55952380952,8,42.52466367713,5,"other"
"8670","VCAM1","ITGB2",334.275,6,354.337988826816,1,"other"
"4449","HLA-B","LILRB1",7942.86875,6,14.9114583333333,2,"other"
"1410","CALM1","PTPRA",863.75,2,137.09375,6,"other"
"1675","CALR","HLA-F",281.408071748879,5,420.372197309417,5,"other"
"1513","CALM2","SELL",962.029761904762,7,122.797619047619,7,"other"
"8661","VCAM1","ITGB2",303.928571428571,7,388.333333333333,2,"other"
"1449","CALM1","SELL",959.72197309417,5,122.797619047619,7,"other"
"4325","HLA-B","KIR3DL1",8108.13095238095,7,14.5178571428571,7,"other"
"1481","CALM1","SELL",957.656424581006,1,122.797619047619,7,"other"
"4446","HLA-B","LILRB1",7942.86875,6,14.7982062780269,5,"other"
"4257","HLA-B","KIR2DL3",9253.43452380952,8,12.6636771300448,5,"other"
"8687","VCAM1","ITGB2",181.645161290323,3,644.946428571429,8,"other"
"5561","ICAM1","IL2RG",75.4720670391062,1,1547.78475336323,5,"other"
"4654","HLA-C","KIR2DL3",4670.57142857143,8,24.9940476190476,8,"other"
"4456","HLA-B","LILRB1",7827.08968609865,5,14.9114583333333,2,"other"
"5978","ICAM3","ITGB2",205.583333333333,8,564.890052356021,4,"other"
"4453","HLA-B","LILRB1",7827.08968609865,5,14.7982062780269,5,"other"
"6974","PKM","CD44",135.337988826816,1,855.234375,2,"other"
"1670","CALR","HLA-F",374.4875,6,308.770833333333,2,"other"
"4299","HLA-B","KIR2DL3",6083.93548387097,3,19.005376344086,3,"other"
"5505","ICAM1","IL2RG",74.5119047619048,8,1547.78475336323,5,"other"
"3560","GZMB","PGRMC1",3062.79761904762,7,37.65,6,"other"
"4331","HLA-B","KIR3DL1",7942.86875,6,14.5178571428571,7,"other"
"3922","HLA-A","KIR3DL1",4512.975,6,25.5357142857143,8,"other"
"1429","CALM1","SELL",1109.92857142857,8,103.677419354839,3,"other"
"4307","HLA-B","KIR2DL3",6042.734375,2,19.005376344086,3,"other"
"4738","HLA-C","KIR2DS4",4390.52914798206,5,26.1479820627803,5,"other"
"6960","PKM","CD44",177.046875,2,648.065476190476,8,"other"
"1409","CALM1","PTPRA",863.75,2,132.75,7,"other"
"3650","HLA-A","APLP2",3484.21465968586,4,32.869109947644,4,"other"
"1527","CALM2","SELL",973.975,6,117.371508379888,1,"other"
"1447","CALM1","SELL",973.40625,6,117.371508379888,1,"other"
"3512","GZMB","IGF2R",1708.07174887892,5,66.875,6,"other"
"4726","HLA-C","KIR2DS4",4364.73214285714,7,26.1479820627803,5,"other"
"1476","CALM1","SELL",863.75,2,132.010471204188,4,"other"
"1166","CALM1","FAS",1109.92857142857,8,102.645833333333,2,"other"
"8522","VCAM1","ITGA4",340.422619047619,8,334.52466367713,5,"other"
"1690","CALR","HLA-F",248.290322580645,3,458.35625,6,"other"
"4337","HLA-B","KIR3DL1",7827.08968609865,5,14.5178571428571,7,"other"
"1680","CALR","HLA-F",259.178010471204,4,438.375,8,"other"
"4736","HLA-C","KIR2DS4",4390.52914798206,5,25.8392857142857,8,"other"
"8720","VCAM1","ITGB7",303.928571428571,7,372.946428571429,7,"other"
"3928","HLA-A","KIR3DL1",4434.66816143498,5,25.5357142857143,8,"other"
"1394","CALM1","PTPRA",823.837696335079,4,137.09375,6,"other"
"1519","CALM2","SELL",962.029761904762,7,117.371508379888,1,"other"
"3862","HLA-A","KIR2DL3",4512.975,6,24.9940476190476,8,"other"
"4724","HLA-C","KIR2DS4",4364.73214285714,7,25.8392857142857,8,"other"
"1455","CALM1","SELL",959.72197309417,5,117.371508379888,1,"other"
"6007","ICAM3","ITGB2",156.057591623037,4,721.208333333333,7,"other"
"5542","ICAM1","IL2RG",67.6397849462366,3,1663.55357142857,8,"other"
"1671","CALR","HLA-F",374.4875,6,300.36312849162,1,"other"
"1212","CALM1","FAS",863.75,2,130.225130890052,4,"other"
"6023","ICAM3","ITGB2",155.859375,2,721.208333333333,7,"other"
"1487","CALM1","SELL",957.656424581006,1,117.371508379888,1,"other"
"4732","HLA-C","KIR2DS4",4298.125,6,26.1479820627803,5,"other"
"8675","VCAM1","ITGB2",198.85201793722,5,564.890052356021,4,"other"
"4784","HLA-C","KIR3DL1",4390.52914798206,5,25.5357142857143,8,"other"
"3553","GZMB","PGRMC1",2793.55952380952,8,40.1076233183856,5,"other"
"5512","ICAM1","IL2RG",60.7142857142857,7,1843.375,6,"other"
"3499","GZMB","IGF2R",3062.79761904762,7,36.5268817204301,3,"other"
"8538","VCAM1","ITGA4",334.275,6,334.52466367713,5,"other"
"3551","GZMB","PGRMC1",2793.55952380952,8,40.0238095238095,7,"other"
"4772","HLA-C","KIR3DL1",4364.73214285714,7,25.5357142857143,8,"other"
"1438","CALM1","SELL",1172.7380952381,7,94.75,2,"other"
"7482","SELPLG","ITGB2",286.083333333333,2,388.333333333333,2,"other"
"4730","HLA-C","KIR2DS4",4298.125,6,25.8392857142857,8,"other"
"6060","IFNG","IFNGR1",952.41875,6,116.416666666667,2,"other"
"3870","HLA-A","KIR2DL3",4434.66816143498,5,24.9940476190476,8,"other"
"5989","ICAM3","ITGB2",312.071428571429,7,354.337988826816,1,"other"
"4323","HLA-B","KIR3DL1",9253.43452380952,8,11.9441340782123,1,"other"
"8690","VCAM1","ITGB2",181.645161290323,3,607.843049327354,5,"other"
"7434","SELPLG","ITGB2",284.22619047619,8,388.333333333333,2,"other"
"1402","CALM1","PTPRA",803.075268817204,3,137.09375,6,"other"
"4778","HLA-C","KIR3DL1",4298.125,6,25.5357142857143,8,"other"
"4678","HLA-C","KIR2DL3",4390.52914798206,5,24.9940476190476,8,"other"
"8679","VCAM1","ITGB2",170.099476439791,4,644.946428571429,8,"other"
"1211","CALM1","FAS",863.75,2,126.784753363229,5,"other"
"4006","HLA-A","LILRB1",5020.51785714286,8,21.8095238095238,7,"other"
"3505","GZMB","IGF2R",2574.7625,6,42.52466367713,5,"other"
"1393","CALM1","PTPRA",823.837696335079,4,132.75,7,"other"
"6015","ICAM3","ITGB2",151.489247311828,3,721.208333333333,7,"other"
"6008","ICAM3","ITGB2",156.057591623037,4,700.04375,6,"other"
"6024","ICAM3","ITGB2",155.859375,2,700.04375,6,"other"
"4662","HLA-C","KIR2DL3",4364.73214285714,7,24.9940476190476,8,"other"
"1683","CALR","HLA-F",259.178010471204,4,420.372197309417,5,"other"
"1688","CALR","HLA-F",248.290322580645,3,438.375,8,"other"
"1564","CALM2","SELL",824.265363128492,1,132.010471204188,4,"other"
"1460","CALM1","SELL",823.837696335079,4,132.010471204188,4,"other"
"1556","CALM2","SELL",820.395833333333,2,132.010471204188,4,"other"
"6973","PKM","CD44",135.337988826816,1,799.983870967742,3,"other"
"6972","PKM","CD44",135.337988826816,1,799.188481675393,4,"other"
"8662","VCAM1","ITGB2",303.928571428571,7,354.337988826816,1,"other"
"4320","HLA-B","KIR3DL1",9253.43452380952,8,11.625,6,"other"
"4263","HLA-B","KIR2DL3",8108.13095238095,7,13.2619047619048,7,"other"
"4670","HLA-C","KIR2DL3",4298.125,6,24.9940476190476,8,"other"
"1434","CALM1","SELL",1172.7380952381,7,91.525,6,"other"
"1196","CALM1","FAS",823.837696335079,4,130.225130890052,4,"other"
"1408","CALM1","PTPRA",863.75,2,124.166666666667,8,"other"
"5927","ICAM3","ITGAL",226.0375,6,472.761904761905,7,"other"
"4013","HLA-A","LILRB1",4896.49404761905,7,21.8095238095238,7,"other"
"3848","HLA-A","KIR2DL3",5020.51785714286,8,21.26875,6,"other"
"1401","CALM1","PTPRA",803.075268817204,3,132.75,7,"other"
"3958","HLA-A","KIR3DL2",5020.51785714286,8,21.1666666666667,8,"other"
"1371","CALM1","PTPRA",1172.7380952381,7,90.5874439461883,5,"other"
"8521","VCAM1","ITGA4",340.422619047619,8,312.03125,6,"other"
"1473","CALM1","SELL",863.75,2,122.797619047619,7,"other"
"6016","ICAM3","ITGB2",151.489247311828,3,700.04375,6,"other"
"1468","CALM1","SELL",803.075268817204,3,132.010471204188,4,"other"
"4690","HLA-C","KIR2DL3",3726.43979057592,4,28.4450261780105,4,"other"
"5538","ICAM1","IL2RG",84.3507853403141,4,1253.96335078534,4,"other"
"3658","HLA-A","APLP2",3216.3064516129,3,32.869109947644,4,"other"
"5918","ICAM3","ITGAL",312.071428571429,7,338.452380952381,8,"other"
"4271","HLA-B","KIR2DL3",7942.86875,6,13.2619047619048,7,"other"
"3552","GZMB","PGRMC1",2793.55952380952,8,37.65,6,"other"
"1430","CALM1","SELL",1109.92857142857,8,94.75,2,"other"
"1181","CALM1","FAS",973.40625,6,107.612903225806,3,"other"
"5545","ICAM1","IL2RG",67.6397849462366,3,1547.78475336323,5,"other"
"1204","CALM1","FAS",803.075268817204,3,130.225130890052,4,"other"
"1195","CALM1","FAS",823.837696335079,4,126.784753363229,5,"other"
"1691","CALR","HLA-F",248.290322580645,3,420.372197309417,5,"other"
"8537","VCAM1","ITGA4",334.275,6,312.03125,6,"other"
"3582","GZMB","PGRMC1",1453.07329842932,4,71.7738095238095,8,"other"
"3856","HLA-A","KIR2DL3",4896.49404761905,7,21.26875,6,"other"
"1532","CALM2","SELL",786.372197309417,5,132.010471204188,4,"other"
"4279","HLA-B","KIR2DL3",7827.08968609865,5,13.2619047619048,7,"other"
"3964","HLA-A","KIR3DL2",4896.49404761905,7,21.1666666666667,8,"other"
"1540","CALM2","SELL",784.198952879581,4,132.010471204188,4,"other"
"8682","VCAM1","ITGB2",170.099476439791,4,607.843049327354,5,"other"
"7489","SELPLG","ITGB2",240.371508379888,1,429.940860215054,3,"other"
"4345","HLA-B","KIR3DL1",6421.02617801047,4,16.0941704035874,5,"other"
"1189","CALM1","FAS",959.72197309417,5,107.612903225806,3,"other"
"3569","GZMB","PGRMC1",2574.7625,6,40.1076233183856,5,"other"
"6045","IFNG","IFNGR1",667.589285714286,8,154.611731843575,1,"other"
"4698","HLA-C","KIR2DL3",3625.74731182796,3,28.4450261780105,4,"other"
"1221","CALM1","FAS",957.656424581006,1,107.612903225806,3,"other"
"3567","GZMB","PGRMC1",2574.7625,6,40.0238095238095,7,"other"
"5921","ICAM3","ITGAL",312.071428571429,7,329.260089686099,5,"other"
"4265","HLA-B","KIR2DL3",8108.13095238095,7,12.6636771300448,5,"other"
"8691","VCAM1","ITGB2",181.645161290323,3,564.890052356021,4,"other"
"1392","CALM1","PTPRA",823.837696335079,4,124.166666666667,8,"other"
"3491","GZMB","IGF2R",2793.55952380952,8,36.5268817204301,3,"other"
"5935","ICAM3","ITGAL",215.816143497758,5,472.761904761905,7,"other"
"4363","HLA-B","KIR3DL1",6338.8938547486,1,16.0941704035874,5,"other"
"4814","HLA-C","LILRB1",4670.57142857143,8,21.8095238095238,7,"other"
"1203","CALM1","FAS",803.075268817204,3,126.784753363229,5,"other"
"4459","HLA-B","LILRB1",6421.02617801047,4,15.85,6,"other"
"8530","VCAM1","ITGA4",303.928571428571,7,334.52466367713,5,"other"
"1426","CALM1","SELL",1109.92857142857,8,91.525,6,"other"
"1479","CALM1","SELL",863.75,2,117.371508379888,1,"other"
"7483","SELPLG","ITGB2",286.083333333333,2,354.337988826816,1,"other"
"1561","CALM2","SELL",824.265363128492,1,122.797619047619,7,"other"
"1457","CALM1","SELL",823.837696335079,4,122.797619047619,7,"other"
"3526","GZMB","IGF2R",1127.97311827957,3,89.6309523809524,8,"other"
"5510","ICAM1","IL2RG",60.7142857142857,7,1663.55357142857,8,"other"
"1525","CALM2","SELL",973.975,6,103.677419354839,3,"other"
"1445","CALM1","SELL",973.40625,6,103.677419354839,3,"other"
"3511","GZMB","IGF2R",1708.07174887892,5,59.0833333333333,7,"other"
"1553","CALM2","SELL",820.395833333333,2,122.797619047619,7,"other"
"7435","SELPLG","ITGB2",284.22619047619,8,354.337988826816,1,"other"
"6006","ICAM3","ITGB2",156.057591623037,4,644.946428571429,8,"other"
"4273","HLA-B","KIR2DL3",7942.86875,6,12.6636771300448,5,"other"
"1363","CALM1","PTPRA",1109.92857142857,8,90.5874439461883,5,"other"
"6022","ICAM3","ITGB2",155.859375,2,644.946428571429,8,"other"
"4480","HLA-B","LILRB1",6338.8938547486,1,15.85,6,"other"
"5551","ICAM1","IL2RG",50.9270833333333,2,1971.85119047619,7,"other"
"1548","CALM2","SELL",760.236559139785,3,132.010471204188,4,"other"
"5920","ICAM3","ITGAL",312.071428571429,7,321.5375,6,"other"
"1182","CALM1","FAS",973.40625,6,102.645833333333,2,"other"
"1517","CALM2","SELL",962.029761904762,7,103.677419354839,3,"other"
"1400","CALM1","PTPRA",803.075268817204,3,124.166666666667,8,"other"
"1453","CALM1","SELL",959.72197309417,5,103.677419354839,3,"other"
"4656","HLA-C","KIR2DL3",4670.57142857143,8,21.26875,6,"other"
"1485","CALM1","SELL",957.656424581006,1,103.677419354839,3,"other"
"4433","HLA-B","LILRB1",9253.43452380952,8,10.7225130890052,4,"other"
"4281","HLA-B","KIR2DL3",7827.08968609865,5,12.6636771300448,5,"other"
"3882","HLA-A","KIR2DL3",3484.21465968586,4,28.4450261780105,4,"other"
"3534","GZMB","IGF2R",1102.046875,2,89.6309523809524,8,"other"
"1465","CALM1","SELL",803.075268817204,3,122.797619047619,7,"other"
"1175","CALM1","FAS",1172.7380952381,7,84.036312849162,1,"other"
"3666","HLA-A","APLP2",2997.8125,2,32.869109947644,4,"other"
"1190","CALM1","FAS",959.72197309417,5,102.645833333333,2,"other"
"4020","HLA-A","LILRB1",4512.975,6,21.8095238095238,7,"other"
"1222","CALM1","FAS",957.656424581006,1,102.645833333333,2,"other"
"4351","HLA-B","KIR3DL1",6083.93548387097,3,16.0941704035874,5,"other"
"1676","CALR","HLA-F",281.408071748879,5,347.38219895288,4,"other"
"6014","ICAM3","ITGB2",151.489247311828,3,644.946428571429,8,"other"
"4744","HLA-C","KIR2DS4",3726.43979057592,4,26.1479820627803,5,"other"
"4357","HLA-B","KIR3DL1",6042.734375,2,16.0941704035874,5,"other"
"5911","ICAM3","ITGAL",205.583333333333,8,472.761904761905,7,"other"
"5995","ICAM3","ITGB2",226.0375,6,429.940860215054,3,"other"
"3520","GZMB","IGF2R",1453.07329842932,4,66.875,6,"other"
"1372","CALM1","PTPRA",1172.7380952381,7,82.8272251308901,4,"other"
"3568","GZMB","PGRMC1",2574.7625,6,37.65,6,"other"
"4329","HLA-B","KIR3DL1",8108.13095238095,7,11.9441340782123,1,"other"
"1567","CALM2","SELL",824.265363128492,1,117.371508379888,1,"other"
"4027","HLA-A","LILRB1",4434.66816143498,5,21.8095238095238,7,"other"
"1463","CALM1","SELL",823.837696335079,4,117.371508379888,1,"other"
"1529","CALM2","SELL",786.372197309417,5,122.797619047619,7,"other"
"4466","HLA-B","LILRB1",6083.93548387097,3,15.85,6,"other"
"1697","CALR","HLA-F",185.604166666667,2,519.011904761905,7,"other"
"1537","CALM2","SELL",784.198952879581,4,122.797619047619,7,"other"
"1559","CALM2","SELL",820.395833333333,2,117.371508379888,1,"other"
"4742","HLA-C","KIR2DS4",3726.43979057592,4,25.8392857142857,8,"other"
"8683","VCAM1","ITGB2",170.099476439791,4,564.890052356021,4,"other"
"3864","HLA-A","KIR2DL3",4512.975,6,21.26875,6,"other"
"1677","CALR","HLA-F",281.408071748879,5,340.693548387097,3,"other"
"8711","VCAM1","ITGB7",340.422619047619,8,281.625,8,"other"
"8700","VCAM1","ITGB2",222.9375,2,429.940860215054,3,"other"
"3674","HLA-A","APLP2",2915.25977653631,1,32.869109947644,4,"other"
"4473","HLA-B","LILRB1",6042.734375,2,15.85,6,"other"
"4835","HLA-C","LILRB1",4390.52914798206,5,21.8095238095238,7,"other"
"4463","HLA-B","LILRB1",6421.02617801047,4,14.9114583333333,2,"other"
"8583","VCAM1","ITGB1",340.422619047619,8,280.690476190476,8,"other"
"3970","HLA-A","KIR3DL2",4512.975,6,21.1666666666667,8,"other"
"8568","VCAM1","ITGA4",222.9375,2,428.208333333333,7,"other"
"3851","HLA-A","KIR2DL3",5020.51785714286,8,19.005376344086,3,"other"
"4434","HLA-B","LILRB1",9253.43452380952,8,10.3010752688172,3,"other"
"4821","HLA-C","LILRB1",4364.73214285714,7,21.8095238095238,7,"other"
"4790","HLA-C","KIR3DL1",3726.43979057592,4,25.5357142857143,8,"other"
"4460","HLA-B","LILRB1",6421.02617801047,4,14.7982062780269,5,"other"
"4335","HLA-B","KIR3DL1",7942.86875,6,11.9441340782123,1,"other"
"6009","ICAM3","ITGB2",156.057591623037,4,607.843049327354,5,"other"
"8529","VCAM1","ITGA4",303.928571428571,7,312.03125,6,"other"
